ID,invoiceNumber_jaro,invoiceNumber_jaro_inv,invoiceNumber_damlev,invoiceNumber_q2,invoiceNumber_q3,invoiceNumber_long2,invoiceNumber_long3,invoiceNumber_sw,suppName_jaro,suppName_damlev,suppName_q2,suppName_q3,suppName_long2,suppName_long3,suppName_long4,same_suppRef,same_baseAmount,same_enteredDate,same_paidDate,same_user,duplicate
16827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
16828,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,0,1
16829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
16830,1,1,1,1,1,1,1,1,0.674900794,0.449702381,0.383333333,0.291666667,0.555555556,0.333333333,0.333333333,0,0,1,0,1,1
16831,1,1,1,1,1,1,1,1,0.60218254,0.223214286,0,0,0,0,0,0,0,1,1,1,1
16832,1,1,1,1,1,1,1,1,0.830687831,0.80952381,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0,0,1,0,0,1
16833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
16834,0.833333333,0.833333333,0.625,0.714285714,0.666666667,0.75,0.75,0.75,0.533333333,0.222222222,0.166666667,0,0.285714286,0,0,0,1,0,0,0,1
16835,0.962666667,0.896296296,0.8,0.823529412,0.8,0.842105263,0.842105263,0.842105263,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
16836,0.954666667,0.933333333,0.8,0.857142857,0.8,0.888888889,0.888888889,0.888888889,1,1,1,1,1,1,1,1,0,1,0,0,1
16837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,0,1,0,1,1
16838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
16839,0.782857143,0.714285714,0.428571429,0.333333333,0.2,0.428571429,0.428571429,0.428571429,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
16840,0.864888889,0.906666667,0.833333333,0.6,0.25,0.833333333,0.5,0.666666667,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
16841,0.976296296,0.896700337,0.733333333,0.833333333,0.818181818,0.846153846,0.846153846,0.846153846,1,1,1,1,1,1,0.75,1,0,1,0,0,1
16842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
16843,0.978181818,0.949090909,0.909090909,0.8,0.666666667,0.909090909,0.727272727,0.818181818,1,1,1,1,1,1,0.6,1,0,1,1,1,0
16844,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
16845,0.936666667,0.916666667,0.75,0.8,0.666666667,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,0.666666667,1,0,1,0,1,1
16846,0.333333333,0.333333333,0,0,0,0,0,0.1,0.558234127,0.196428571,0.113235294,0,0.210526316,0,0,0,0,1,0,0,1
16847,1,1,1,1,1,1,1,1,0.743842593,0.559722222,0.416666667,0.366666667,0.518681319,0.4,0.2,0,0,1,0,1,1
16848,0.966666667,0.990666667,0.9,0.941176471,0.933333333,0.947368421,0.947368421,0.947368421,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
16849,1,1,1,1,1,1,1,1,0.697638338,0.471618717,0.348169192,0.291666667,0.422619048,0.333333333,0.166666667,0,0,1,0,1,1
16850,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,0.666666667,1,0,1,1,1,0
16851,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,0,1,1,1,0
16852,0.956363636,0.841750842,0.727272727,0.7,0.666666667,0.727272727,0.727272727,0.727272727,1,1,1,1,1,1,0.75,1,1,1,0,1,0
16853,1,1,1,1,1,1,1,1,0.439969136,0.110416667,0,0,0,0,0,0,0,1,0,0,0
16854,0.923333333,0.956666667,0.875,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,0,1,0,0,1
16855,0.976,0.896296296,0.8,0.888888889,0.75,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0
16856,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
16857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
16858,0.555555556,0.555555556,0.166666667,0,0,0,0,0.166666667,0.696613841,0.520432692,0.445833333,0.388888889,0.465909091,0.375,0.125,0,1,1,0,0,0
16859,1,1,1,1,1,1,1,1,0.373677249,0.183531746,0,0,0,0,0,0,0,1,0,1,1
16860,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,0,1,1,1,1
16861,0.913333333,0.777777778,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
16862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,0
16863,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
16864,0.979393939,0.984242424,0.909090909,0.842105263,0.705882353,0.952380952,0.952380952,0.838095238,1,1,1,1,1,1,0,1,0,1,1,0,1
16865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,0,1
16866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,1,1
16867,1,1,1,1,1,1,1,1,0.370845204,0.179487179,0.15,0,0.333333333,0,0,0,0,1,0,0,0
16868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
16869,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
16870,0.986666667,0.962962963,0.888888889,0.933333333,0.923076923,0.941176471,0.941176471,0.941176471,1,1,1,1,1,1,1,1,0,1,0,0,1
16871,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
16872,0.985185185,0.991111111,0.933333333,0.888888889,0.8,0.965517241,0.965517241,0.882758621,1,1,1,1,1,1,0.75,1,1,1,1,1,1
16873,0.981333333,0.933333333,0.9,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1
16874,0.95047619,0.849206349,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,0.666666667,1,0,1,1,1,0
16875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,0
16876,0.873333333,0.833333333,0.75,0.666666667,0.5,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,0,0
16877,0.990666667,0.966666667,0.9,0.941176471,0.933333333,0.947368421,0.947368421,0.947368421,1,1,1,1,1,1,0.5,1,0,1,0,0,1
16878,0.892066563,0.923421053,0.85,0.702702703,0.514285714,0.871794872,0.666666667,0.707692308,0.497222222,0.180555556,0.111111111,0.041666667,0.166666667,0.1,0,0,0,1,0,1,1
16879,1,1,1,1,1,1,1,1,0.861111111,0.763888889,0.808333333,0.732142857,0.833333333,0.833333333,0.666666667,0,0,1,0,1,1
16880,0.85,0.683333333,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
16881,0.43030303,0.360606061,0.090909091,0,0,0,0,0.1,0.577160494,0.406481481,0.291666667,0.291666667,0.25,0.25,0.25,0,0,1,0,0,0
16882,0.991515152,0.972121212,0.909090909,0.842105263,0.823529412,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,0.75,1,0,1,1,0,1
16883,1,1,1,1,1,1,1,1,0.665239621,0.42275641,0.30625,0.225,0.32,0.2,0.2,0,0,1,0,0,0
16884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1
16885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
16886,0.923333333,0.956666667,0.875,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,0,1,0,1,1,0,1
16887,0.993939394,0.96969697,0.909090909,0.947368421,0.941176471,0.952380952,0.952380952,0.952380952,1,1,1,1,1,0.75,0.5,1,0,1,0,1,1
16888,1,1,1,1,1,1,1,1,0.482539683,0.122222222,0,0,0,0,0,0,0,1,0,1,1
16889,0.956666667,0.87952381,0.875,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
16890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
16891,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,0,1,0,1,1
16892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
16893,0.995243757,0.978596908,0.931034483,0.888888889,0.807692308,0.964285714,0.821428571,0.878571429,1,1,1,1,1,0.75,0.25,1,1,1,0,0,1
16894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
16895,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,0,0,0,0,0
16896,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
16897,0.981333333,0.933333333,0.9,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
16898,0.993939394,0.96969697,0.909090909,0.947368421,0.941176471,0.952380952,0.952380952,0.952380952,1,1,1,1,1,1,1,1,0,1,0,1,1
16899,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,0,1,1,1,0
16900,0.976296296,0.812698413,0.866666667,0.857142857,0.769230769,0.933333333,0.933333333,0.853333333,1,1,1,1,1,0.6,0.6,1,1,1,1,1,1
16901,1,1,1,1,1,1,1,1,0.593118301,0.355413105,0.291666667,0.291666667,0.333333333,0.333333333,0.333333333,0,0,1,0,0,1
16902,0.900011594,0.994666667,0.92,0.913043478,0.863636364,0.958333333,0.958333333,0.9,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
16903,0.936666667,0.943333333,0.875,0.714285714,0.5,0.875,0.875,0.75,1,1,1,1,1,1,0.75,1,0,1,0,0,1
16904,1,1,1,1,1,1,1,1,0.724669312,0.554563492,0.45,0.416666667,0.5,0.5,0.5,0,1,1,0,1,1
16905,0.85,0.616666667,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,0,1,1,1,0
16906,0.397222222,0.397222222,0.066666667,0,0,0,0,0,0.467003367,0.261805556,0.065656566,0,0.049362402,0,0,0,0,1,0,1,0
16907,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
16908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
16909,0.976,0.938666667,0.9,0.777777778,0.75,0.8,0.8,0.8,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
16910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0
16911,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,0,1,1,1,0
16912,0.5,0.75,0.416666667,0.5,0.428571429,0.555555556,0.555555556,0.555555556,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
16913,1,1,1,1,1,1,1,1,0.512191358,0.257407407,0.126388889,0,0.152505447,0,0,0,0,1,0,0,1
16914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0,0,1,0,0,0
16915,0.941333333,0.866666667,0.8,0.666666667,0.625,0.7,0.7,0.7,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
16916,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.6,0.6,1,1,1,1,1,1
16917,0.911687113,0.804846123,0.684210526,0.64516129,0.551724138,0.727272727,0.727272727,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1
16918,1,1,1,1,1,1,1,1,0.719135802,0.5,0.363927739,0.291666667,0.435897436,0.333333333,0.333333333,0,0,1,0,0,1
16919,0.978666667,0.959444444,0.92,0.958333333,0.956521739,0.96,0.96,0.912,1,1,1,1,0.857142857,0.857142857,0.428571429,1,0,1,0,0,1
16920,0.92,0.776515152,0.727272727,0.6,0.555555556,0.636363636,0.636363636,0.636363636,1,1,1,1,1,1,1,1,1,1,1,1,0
16921,0.66025641,0.701923077,0.615384615,0.416666667,0.272727273,0.538461538,0.538461538,0.384615385,0.576835317,0.397321429,0.25,0.25,0.25,0.25,0.25,0,1,1,1,1,0
16922,0.998027613,0.974358974,0.923076923,0.956521739,0.952380952,0.96,0.96,0.96,1,1,1,1,1,1,1,1,0,1,1,1,1
16923,0.805714286,0.630952381,0.571428571,0.5,0.4,0.571428571,0.571428571,0.571428571,1,1,1,1,1,1,1,1,1,1,1,1,0
16924,0.453703704,0.453703704,0.111111111,0,0,0,0,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0
16925,0.5,0.5,0.25,0,0,0,0,0.125,0.477380952,0.125,0,0,0,0,0,0,0,0,0,0,1
16926,0.934545455,0.776515152,0.727272727,0.7,0.666666667,0.727272727,0.727272727,0.727272727,1,1,1,1,1,0.666666667,0.666666667,1,1,1,0,1,0
16927,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,0,1,1,1,1
16928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16929,1,1,1,1,1,1,1,1,0.724669312,0.554563492,0.45,0.416666667,0.444444444,0.333333333,0.333333333,0,0,1,0,1,1
16930,0.981333333,0.896296296,0.9,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
16931,0.544444444,0.544444444,0.2,0.117647059,0,0.210526316,0,0.210526316,0.901111111,0.845,0.8,0.8,0.8,0.6,0.4,1,0,1,0,0,1
16932,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,0,1,1,1,0
16933,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,0,0
16934,1,1,1,1,1,1,1,1,0.854497354,0.777777778,0.75,0.75,0.5,0.5,0.5,0,0,1,0,0,1
16935,0.993939394,0.96969697,0.909090909,0.947368421,0.941176471,0.952380952,0.952380952,0.952380952,1,1,1,1,1,1,1,1,0,1,0,1,1
16936,0.483333333,0.483333333,0.2,0,0,0,0,0.222222222,0.4498557,0.294372294,0.104166667,0.035714286,0.154761905,0.083333333,0,0,0,1,0,1,0
16937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
16938,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,0.5,0.5,1,0,1,1,1,0
16939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4,1,1,1,1,1,0
16940,0.933333333,0.976,0.8,0.875,0.857142857,0.888888889,0.888888889,0.888888889,1,1,1,1,1,1,0.5,1,0,1,0,1,1
16941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,1,1
16942,0.944444444,0.966666667,0.833333333,0.888888889,0.857142857,0.909090909,0.909090909,0.909090909,1,1,1,1,1,1,0.666666667,1,0,1,1,1,1
16943,0.871794872,0.950690335,0.615384615,0.736842105,0.705882353,0.761904762,0.761904762,0.761904762,0.674603175,0.428571429,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,1,0,0,1
16944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0,0,1,1,1
16945,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
16946,1,1,1,1,1,1,0,1,0.70569229,0.515515873,0.416169545,0.38,0.431111111,0.177777778,0.177777778,0,0,1,0,1,1
16947,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
16948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
16949,1,1,1,1,1,1,1,1,0.485978836,0.249206349,0.124747475,0,0.213675214,0,0,0,1,1,1,1,1
16950,0.583333333,0.583333333,0.25,0.142857143,0,0.25,0,0.25,1,1,1,1,1,1,0.666666667,1,0,0,0,1,0
16951,0.666666667,0.666666667,0.375,0.285714286,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,0
16952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,0,0
16953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
16954,1,1,1,1,1,1,1,1,0.833333333,0.833333333,0.833333333,0.833333333,0.666666667,0.666666667,0.666666667,0,0,1,0,1,0
16955,0.414529915,0.465811966,0.153846154,0.117647059,0,0.210526316,0,0.147368421,0.541666667,0.291666667,0,0,0,0,0,0,0,1,0,0,0
16956,0.472222222,0.583333333,0.25,0.285714286,0,0.25,0,0.25,0.475859788,0.142857143,0,0,0,0,0,0,0,1,0,0,0
16957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1
16958,0.909,0.825,0.7,0.555555556,0.5,0.6,0.6,0.6,1,1,1,1,1,1,1,1,1,1,0,1,0
16959,1,1,1,1,1,1,1,1,0.346296296,0.152777778,0,0,0,0,0,0,0,1,0,0,1
16960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
16961,0.986666667,0.962962963,0.888888889,0.933333333,0.923076923,0.941176471,0.941176471,0.941176471,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
16962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1
16963,1,1,1,1,1,1,1,1,0.728791887,0.443783069,0.306432749,0.285714286,0.291666667,0.291666667,0.291666667,0,0,1,0,0,1
16964,0.781986532,0.95969697,0.75,0.761904762,0.736842105,0.782608696,0.782608696,0.747826087,1,1,1,1,1,1,1,1,0,1,0,0,0
16965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
16966,0.973333333,0.884259259,0.888888889,0.875,0.857142857,0.888888889,0.888888889,0.888888889,1,1,1,1,0.875,0.875,0.625,1,0,1,1,1,0
16967,1,1,1,1,1,1,1,1,0.897777778,0.75,0.6,0.5,0.666666667,0.5,0.5,0,0,1,0,0,1
16968,0.411111111,0.455555556,0,0,0,0,0,0.181818182,0.849537037,0.729166667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0,0,1,0,0,0
16969,0.924444444,0.755555556,0.666666667,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0,1,1,1,0
16970,0.998027613,0.849358974,0.923076923,0.958333333,0.956521739,0.96,0.96,0.96,1,1,1,1,1,1,1,1,0,1,1,1,1
16971,1,1,1,1,1,1,1,1,0.721230159,0.436458333,0.410714286,0.375,0.25,0.25,0.25,0,0,1,0,0,1
16972,0.933333333,0.888888889,0.833333333,0.8,0.75,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,0
16973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1
16974,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,0,0,0,1,0,0,1
16975,0.607142857,0.607142857,0.125,0.153846154,0,0.266666667,0,0.266666667,0,0,0,0,0,0,0,0,0,1,0,0,1
16976,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
16977,1,1,1,1,1,1,1,1,0.55732906,0.38525641,0.266666667,0.266666667,0.2,0.2,0.2,0,0,1,0,0,1
16978,0.916666667,0.652777778,0.5,0.636363636,0.6,0.666666667,0.666666667,0.666666667,1,1,1,1,0.8,0.8,0.6,1,0,1,0,1,1
16979,0.466666667,0.466666667,0.1,0,0,0,0,0.08,0.586805556,0.302083333,0.108974359,0.053030303,0.133333333,0.133333333,0,0,0,1,0,0,0
16980,0.898666667,0.866666667,0.6,0.5,0.333333333,0.6,0.6,0.6,1,1,1,1,1,0.5,0.5,1,1,1,1,1,0
16981,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.4,1,0,1,1,1,0
16982,0.994791667,0.839285714,0.875,0.928571429,0.923076923,0.933333333,0.933333333,0.933333333,1,1,1,1,1,0.5,0.5,1,0,1,0,1,0
16983,0.885714286,0.80952381,0.714285714,0.666666667,0.6,0.714285714,0.714285714,0.714285714,1,1,1,1,1,0.75,0.5,1,1,1,1,1,0
16984,1,1,1,1,1,1,1,1,0.557407407,0.305555556,0.184920635,0.102564103,0.156862745,0.156862745,0.156862745,0,0,1,0,1,1
16985,0.973251029,0.974582426,0.944444444,0.882352941,0.8125,0.944444444,0.944444444,0.888888889,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
16986,0.967407407,0.884259259,0.777777778,0.75,0.714285714,0.777777778,0.777777778,0.777777778,1,1,1,1,1,0.5,0.25,1,0,1,0,1,0
16987,0.430555556,0.430555556,0,0,0,0,0,0.085714286,0.398015873,0.158730159,0,0,0,0,0,0,0,1,0,0,0
16988,1,1,1,1,1,1,1,1,0.702575758,0.5,0.455505279,0.393939394,0.536842105,0.466666667,0,0,0,1,0,0,1
16989,0.619047619,0.507936508,0.285714286,0.166666667,0,0.285714286,0,0.285714286,0.739583333,0.544642857,0.4,0.375,0.5,0.5,0.5,0,0,1,1,1,0
16990,1,1,1,1,1,1,1,1,0.828924162,0.740740741,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,1,0,0,1
16991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
16992,1,1,1,1,1,1,1,1,0.681790123,0.400462963,0.333333333,0.277777778,0.428571429,0.428571429,0,0,0,1,0,0,0
16993,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,0,1,1,0
16994,0.909333333,0.866666667,0.8,0.75,0.666666667,0.8,0.8,0.8,1,1,1,1,1,1,0.5,1,1,1,1,1,0
16995,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,0,1,1,1,1
16996,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
16997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16998,0,0,0,0,0,0,0,0,1,1,1,1,0.8,0.8,0.6,1,0,1,0,0,1
16999,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.074074074,0,0,0,0,1,0,1,0
17000,1,1,1,1,1,1,1,1,0.806984127,0.682857143,0.631515152,0.6,0.461538462,0.4,0.4,0,0,0,0,0,0
17001,0.608683473,0.69869281,0.411764706,0,0,0,0,0.074074074,1,1,1,1,1,1,1,1,0,1,0,1,0
17002,1,1,1,1,1,1,1,1,0.542199776,0.270286195,0.041666667,0,0.083333333,0,0,0,0,1,0,0,1
17003,0.986394558,0.876984127,0.857142857,0.846153846,0.833333333,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,1,1,0,1,0,0,0
17004,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
17005,0.836949375,0.952662722,0.692307692,0.6,0.555555556,0.636363636,0.636363636,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1
17006,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
17007,0.607142857,0.601190476,0.25,0.153846154,0,0.266666667,0,0.24,0.583994709,0.421296296,0.380952381,0.333333333,0.416666667,0.333333333,0,0,0,1,0,0,0
17008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
17009,0.967407407,0.925925926,0.777777778,0.857142857,0.833333333,0.875,0.875,0.875,0.633818342,0.398148148,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,0,0,1,0,0,1
17010,0.478571429,0.478571429,0.142857143,0,0,0,0,0.083333333,1,1,1,1,1,1,0.666666667,1,0,1,0,1,0
17011,0.694444444,0.694444444,0.166666667,0,0,0,0,0.166666667,1,1,1,1,1,1,0.5,1,0,1,0,0,1
17012,0.934814815,0.804232804,0.777777778,0.75,0.714285714,0.777777778,0.777777778,0.777777778,1,1,1,1,1,0.8,0.8,1,0,1,1,1,0
17013,0.873333333,0.833333333,0.75,0.666666667,0.5,0.75,0.75,0.75,1,1,1,1,1,1,1,1,0,1,0,0,0
17014,1,1,1,1,1,1,1,1,0.689583333,0.502083333,0.375,0.375,0.5,0.5,0,0,0,1,0,1,1
17015,0.974545455,0.989090909,0.909090909,0.842105263,0.705882353,0.952380952,0.761904762,0.838095238,1,1,1,1,1,1,1,1,0,1,0,0,1
17016,0.527777778,0.527777778,0.25,0,0,0,0,0.04,0.761419753,0.542592593,0.476381462,0.416666667,0.435897436,0.333333333,0,0,0,0,0,1,1
17017,0.833333333,0.873333333,0.75,0.666666667,0.5,0.75,0.75,0.7,1,1,1,1,1,1,1,1,0,1,1,1,1
17018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,0,1
17019,0.841111111,0.755555556,0.733333333,0.642857143,0.538461538,0.733333333,0.733333333,0.64,1,1,1,1,1,1,0.75,1,1,1,1,1,0
17020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,0
17021,1,1,1,1,1,1,1,1,0.62505291,0.282407407,0.120879121,0.055555556,0.213888889,0.125,0,0,0,1,0,1,1
17022,0.5,0.913333333,0.5,0.625,0.571428571,0.666666667,0.666666667,0.666666667,0.417989418,0.207010582,0,0,0,0,0,0,0,1,0,0,1
17023,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
17024,1,1,1,1,1,1,1,1,0.653411172,0.246794872,0.231481481,0.119047619,0.248484848,0.181818182,0,0,0,1,0,0,1
17025,1,1,1,1,1,1,1,1,0.478835979,0.232804233,0.166666667,0,0.4,0,0,0,0,1,0,1,1
17026,1,1,1,1,1,1,1,1,0.641729798,0.511363636,0.419117647,0.375,0.302631579,0.25,0,0,0,1,0,1,1
17027,0.981666667,0.958333333,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,0.75,1,0,1,0,1,0
17028,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,0,1,0,1,0,0,1
17029,0.982248521,0.990138067,0.923076923,0.869565217,0.761904762,0.96,0.96,0.864,1,1,1,1,1,1,0.333333333,1,0,1,0,1,0
17030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,1,0
17031,0.956666667,0.87952381,0.875,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,0
17032,1,1,1,1,1,1,1,1,0.774875742,0.560606061,0.539351852,0.476190476,0.511111111,0.444444444,0.333333333,0,0,1,0,1,0
17033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
17034,0.900740741,0.954188034,0.733333333,0.642857143,0.538461538,0.733333333,0.6,0.613333333,1,1,1,1,1,1,1,1,1,1,1,1,0
17035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,0,1
